date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:35	14328/14328	---M--	200	added ('OK')	image/jpeg	etag:%22637406c7-37f8%22	https://ui-themez.smartinnovates.net/items/daniels/img/portfolio/6.jpg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/portfolio/6.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:35	23423/23423	---M--	200	added ('OK')	image/jpeg	etag:%22637406c0-5b7f%22	https://ui-themez.smartinnovates.net/items/daniels/img/clients/1.jpg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/clients/1.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:35	34001/34001	---M--	200	added ('OK')	image/jpeg	etag:%22637406bd-84d1%22	https://ui-themez.smartinnovates.net/items/daniels/img/blog/1.jpg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/blog/1.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:36	56176/56176	---M--	200	added ('OK')	image/jpeg	etag:%22637406bd-db70%22	https://ui-themez.smartinnovates.net/items/daniels/img/blog/2.jpg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/blog/2.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:36	812072/812072	---M--	200	added ('OK')	image/jpeg	etag:%22637406b0-c6428%22	https://ui-themez.smartinnovates.net/items/daniels/img/bg.jpg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/bg.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:37	28556/28556	---M--	200	added ('OK')	image/jpeg	etag:%22637406be-6f8c%22	https://ui-themez.smartinnovates.net/items/daniels/img/blog/4.jpg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/blog/4.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:37	86341/86341	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15145%22	https://code.jquery.com/jquery-3.0.0.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/code.jquery.com/jquery-3.0.0.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:37	52684/52684	---M--	200	added ('OK')	image/jpeg	etag:%22637406be-cdcc%22	https://ui-themez.smartinnovates.net/items/daniels/img/blog/3.jpg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/blog/3.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:37	7083/7083	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1bab%22	https://code.jquery.com/jquery-migrate-3.0.0.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/code.jquery.com/jquery-migrate-3.0.0.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:37	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b6-90b5%22	https://ui-themez.smartinnovates.net/items/daniels/js/bootstrap.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/bootstrap.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:38	1418/1418	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406ba-58a%22	https://ui-themez.smartinnovates.net/items/daniels/js/scrollIt.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/scrollIt.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:38	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b8-4ef8%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.magnific-popup.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/jquery.magnific-popup.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:38	42854/42854	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406ba-a766%22	https://ui-themez.smartinnovates.net/items/daniels/js/owl.carousel.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/owl.carousel.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:38	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b8-3135%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.stellar.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/jquery.stellar.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:39	5532/5532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b6-159c%22	https://ui-themez.smartinnovates.net/items/daniels/js/animated.headline.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/animated.headline.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:39	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b9-2344%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.waypoints.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/jquery.waypoints.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:39	1115/1115	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b7-45b%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.counterup.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/jquery.counterup.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:39	40863/40863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b8-9f9f%22	https://ui-themez.smartinnovates.net/items/daniels/js/isotope.pkgd.min.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/isotope.pkgd.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:39	11730/11730	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406ba-2dd2%22	https://ui-themez.smartinnovates.net/items/daniels/js/validator.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/validator.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:40	5192/5192	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b6-1448%22	https://ui-themez.smartinnovates.net/items/daniels/js/custom.js	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/js/custom.js	(from https://ui-themez.smartinnovates.net/items/daniels/creative.html)
11:21:40	20335/20335	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22637406a3-4f6f%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.eot	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
11:21:41	20335/20335	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22637406a3-4f6f%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.eot?	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regulard41d.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
11:21:42	40869/40869	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2004:21:48%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff2	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff2	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
11:21:42	23320/23320	---M--	200	added ('OK')	application/font-woff	etag:%22637406a4-5b18%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
11:21:43	41280/41280	---M--	200	added ('OK')	application/octet-stream	etag:%22637406a3-a140%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.ttf	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.ttf	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
11:21:43	40484/40484	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2004:21:49%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.svg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.svg	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
11:21:44	40484/40484	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2004:21:50%20GMT	https://ui-themez.smartinnovates.net/items/daniels/css/owl.video.play.png	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/css/owl.video.play.png	(from https://ui-themez.smartinnovates.net/items/daniels/css/owl.carousel.min.css)
11:21:46	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069e-2876e%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.eot?v=4.7.0	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
11:21:46	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069e-2876e%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.eot?	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfontd41d.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
11:21:47	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%22637406a0-17ee8%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.woff?v=4.7.0	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.woff	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
11:21:48	40869/40869	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2004:21:54%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.svg?v=4.7.0	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.svg	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
11:21:48	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069a-7fb6%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.eot	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
11:21:48	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22637406a1-286ac%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.ttf	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
11:21:48	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069a-7fb6%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.eot?	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/et-lined41d.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
11:21:49	55220/55220	---M--	200	added ('OK')	application/font-woff	etag:%226374069b-d7b4%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.woff	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.woff	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
11:21:49	32536/32536	---M--	200	added ('OK')	application/octet-stream	etag:%226374069a-7f18%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.ttf	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.ttf	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
11:21:49	40485/40485	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2004:21:56%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.svg	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.svg	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
11:21:50	8854/8854	---MCZ	200	added ('OK')	text/css	etag:W/%2263740697-2296%22	https://ui-themez.smartinnovates.net/items/daniels/css/main.css	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/css/main.css	(from https://ui-themez.smartinnovates.net/items/daniels/css/style.css)
11:21:50	949/949	---M--	200	added ('OK')	image/png	etag:%22637406ac-3b5%22	https://ui-themez.smartinnovates.net/items/daniels/img/dots.png	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/img/dots.png	(from https://ui-themez.smartinnovates.net/items/daniels/css/style.css)
11:21:51	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%22637406a1-12d68%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/Muhammad%20Nabiil/TUGAS/PROJECT%20WEB%20PORTOFOLIO%20NABIL/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.woff2	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
